bid_discount,count_linktot_in,count_linktot_out,auction_type,participated,logmiles_fiwo,logcapital,backlog_lagged,firm_type_unlim_liab,auction_id,labor,region,year
15.123,,,1,1,3.032739,,0,0,349855,,"PIEMONTE",2006
18.768,,,0,1,4.72096,,,0,351796,,"EMILIA ROMAGNA",2006
16.351,,,0,1,5.198193,,,,318297,,"VENETO",2005
19.111,,,0,1,2.913546,,,0,353621,,"PIEMONTE",2006
17.64,,,0,1,5.503187,,,,354846,,"LOMBARDIA",2006
5.32,,,0,1,2.679994,,,,315969,,"LOMBARDIA",2005
10.338,,,0,1,3.999319,,0,,374207,,"LOMBARDIA",2007
9.07,,,0,1,3.409165,,,,344545,,"LOMBARDIA",2006
7.84,,,0,1,3.409165,,,,344546,,"LOMBARDIA",2006
25.718,,,0,1,4.781138,,,0,322936,,"EMILIA ROMAGNA",2006
7.438,,,0,1,3.653356,,0,,361384,,"LOMBARDIA",2006
22.12,,,0,1,3.867737,,0,1,348058,,"LOMBARDIA",2006
10.701,,,0,1,2.546159,,,,350976,,"EMILIA ROMAGNA",2006
8.55,,,0,1,2.583469,,,0,332310,,"LOMBARDIA",2006
8.4,,,1,1,,,0,1,356335,,"LOMBARDIA",2006
4.8,,,1,1,,,0,1,356336,,"LOMBARDIA",2006
5.01,,,0,1,4.181837,,,,329620,,"VENETO",2005
19.19,,,0,1,,,,,338795,,"PIEMONTE",2006
7.167,,,0,1,,,,0,333511,,"VENETO",2006
10.8,,,0,1,,,0,0,348011,,"VENETO",2006
14.2,,,0,1,3.970217,,,,333495,,"PIEMONTE",2006
4.194,,,0,1,2.718265,,,1,329603,,"EMILIA ROMAGNA",2005
8.7,,,0,1,3.243451,,0,1,375032,,"EMILIA ROMAGNA",2007
19.333,,,0,1,6.262705,,,0,373155,,"EMILIA ROMAGNA",2007
24.934,,,0,1,,,,0,316008,,"VENETO",2005
2.2011,,,0,1,5.112819,,,,322707,,"EMILIA ROMAGNA",2005
32.23,,,1,1,3.068053,,,,349846,,"PIEMONTE",2006
52.25,,,1,1,3.068053,,,,349847,,"PIEMONTE",2006
4.59,,,0,1,2.919121,,,,339827,,"VENETO",2006
7.343,,,0,1,2.919121,,0,,349244,,"VENETO",2006
2,,,0,1,2.919121,,0,,367293,,"VENETO",2007
4.87,,,0,1,2.919121,,0,,371854,,"VENETO",2007
5.25,,,0,1,2.919121,,0,,373196,,"VENETO",2007
11.598,,,0,1,3.019302,,,,330988,,"LIGURIA",2006
12.611,,,0,1,3.42198,,0,,359846,,"LIGURIA",2006
17.5,,,1,1,,,,0,384968,,"PIEMONTE",2007
38,,,1,1,,,,,384968,,"PIEMONTE",2007
10.138,,,1,1,3.90522,,,,428935,,"LOMBARDIA",2008
24.275,,,1,1,,,,,480211,,"PIEMONTE",2009
15.11,,,1,1,,,,,493986,,"LOMBARDIA",2009
25.87,,,1,1,,,,,473785,,"PIEMONTE",2009
19.225,,,1,1,4.125924,,,,464680,,"PIEMONTE",2008
12.73,,,1,1,,,,,458047,,"EMILIA ROMAGNA",2008
37.127,,,1,1,,,,,520350,,"PIEMONTE",2009
35.255,,,1,1,,,,,520878,,"PIEMONTE",2009
16.128,,,1,1,,,,,514592,,"PIEMONTE",2009
13.573,,,1,1,,,,,514593,,"PIEMONTE",2009
15.64,,,1,1,,,,,514594,,"PIEMONTE",2009
18.701,,,1,1,,,,,520878,,"PIEMONTE",2009
24.749,,,1,1,,,,,520878,,"PIEMONTE",2009
17.081,,,1,1,,,,,521618,,"PIEMONTE",2009
17.07,,,0,1,,,,1,343003,,"PIEMONTE",2006
31.743,,,1,1,,,,,517204,,"EMILIA ROMAGNA",2009
27,,,1,1,,,,,520390,,"LOMBARDIA",2009
29.85,,,1,1,,,,,516386,,"EMILIA ROMAGNA",2009
17.108,,,0,1,,,,0,373498,,"VENETO",2007
24.535,,,1,1,,,,,516389,,"EMILIA ROMAGNA",2009
17.745,,,0,1,,,,0,374823,,"VENETO",2007
9.69,,,0,1,,,,1,327431,,"VENETO",2006
15.344,,,1,1,,,,,513833,,"LOMBARDIA",2009
6.93,,,0,1,,,,1,338413,,"VENETO",2006
14.531,,,0,1,,,,,492995,,"LOMBARDIA",2009
18.69,,,0,1,,,,,486074,,"LOMBARDIA",2009
16.493,,,0,1,,,,0,345606,,"LOMBARDIA",2006
16.71,,,0,1,,,,0,352231,,"EMILIA ROMAGNA",2006
12.714,,,0,1,,,,0,336701,,"VENETO",2006
23.2,,,1,1,,,,,516376,,"LOMBARDIA",2009
6.58,,,0,1,,,,0,345144,,"LOMBARDIA",2006
7.5,,,0,1,,,,0,320014,,"LIGURIA",2005
17.513,,,0,1,,,,0,373496,,"VENETO",2007
17.61,,,0,1,,,,1,343003,,"PIEMONTE",2006
12.84,,,0,1,,,,,486074,,"LOMBARDIA",2009
35.339,,,1,1,,,,,516385,,"EMILIA ROMAGNA",2009
14.777,,,0,1,,,,,505863,,"LOMBARDIA",2009
13.28,,,1,1,,,,,513833,,"LOMBARDIA",2009
12.823,,,0,1,,,,1,329620,,"VENETO",2005
10.67,,,0,1,,,,,505863,,"LOMBARDIA",2009
13.95,,,0,1,,,,0,316577,,"EMILIA ROMAGNA",2005
12.893,,,0,1,,,,1,336702,,"VENETO",2006
16.95,,,0,1,,,,1,343003,,"PIEMONTE",2006
11.636,,,0,1,,,,,486074,,"LOMBARDIA",2009
16.729,,,0,1,,,,1,343003,,"PIEMONTE",2006
11.016,,,0,1,,,,0,319645,,"LOMBARDIA",2005
16.28,,,0,1,,,,1,319995,,"LOMBARDIA",2005
11.557,,,0,1,,,,0,336701,,"VENETO",2006
15.72,,,0,1,,,,0,345606,,"LOMBARDIA",2006
24.02,,,1,1,,,,,520390,,"LOMBARDIA",2009
14.293,,,0,1,,,,,492995,,"LOMBARDIA",2009
12.912,,,0,1,,,,0,360017,,"LOMBARDIA",2006
9.79,,,0,1,,,,0,343002,,"PIEMONTE",2006
11.28,,,0,1,,,,0,348613,,"EMILIA ROMAGNA",2006
14.94,,,0,1,,,,0,345606,,"LOMBARDIA",2006
8.217,,,0,1,,,,0,319645,,"LOMBARDIA",2005
16.384,,,0,1,,,,0,344609,,"PIEMONTE",2006
8.26,,,0,1,,,,,486074,,"LOMBARDIA",2009
16.679,,,0,1,,,,0,345606,,"LOMBARDIA",2006
16.083,,,0,1,,,,0,345606,,"LOMBARDIA",2006
14.084,,,0,1,,,,0,345606,,"LOMBARDIA",2006
14.041,,,0,1,,,,0,345606,,"LOMBARDIA",2006
13.49,,,0,1,,,,0,343002,,"PIEMONTE",2006
8.872,,,0,1,,,,1,320013,,"LIGURIA",2005
14.49,,,1,1,,,,,520390,,"LOMBARDIA",2009
4.79,,,0,1,,,,,492995,,"LOMBARDIA",2009
18.641,,,0,1,,,,1,343003,,"PIEMONTE",2006
17.17,,,0,1,,,,1,343003,,"PIEMONTE",2006
16.64,,,0,1,,,,1,343003,,"PIEMONTE",2006
16.62,,,0,1,,,,1,343003,,"PIEMONTE",2006
18.458,,,0,1,,,,,492398,,"LOMBARDIA",2009
32.77,,,1,1,,,,,515065,,"LOMBARDIA",2009
12.905,,,0,1,,,,0,350914,,"VENETO",2006
35.888,,,1,1,,,,,516388,,"EMILIA ROMAGNA",2009
17.258,,,0,1,,,,,492398,,"LOMBARDIA",2009
10.982,,,0,1,,,,0,336919,,"VENETO",2006
5.96,,,0,1,,,,,492398,,"LOMBARDIA",2009
11.78,,,0,1,,,,0,320593,,"LOMBARDIA",2006
18.81,,,0,1,,,,1,338795,,"PIEMONTE",2006
5.18,,,0,1,,,,,492398,,"LOMBARDIA",2009
17.287,,,0,1,,,,,492398,,"LOMBARDIA",2009
7.45,,,0,1,,,,0,353303,,"VENETO",2006
16.551,,,0,1,,,,,492398,,"LOMBARDIA",2009
17.11,,,0,1,,,,,486074,,"LOMBARDIA",2009
16.829,,,0,1,,,,0,345606,,"LOMBARDIA",2006
18.26,,,0,1,,,,1,343003,,"PIEMONTE",2006
7.333,,,0,1,,,,0,373059,,"VENETO",2007
15.88,,,0,1,,,,,505863,,"LOMBARDIA",2009
11.475,,,0,1,,,,0,319645,,"LOMBARDIA",2005
11.97,,,0,1,,,,0,347146,,"LOMBARDIA",2006
13.642,,,0,1,,,,0,336523,,"VENETO",2006
19.01,,,0,1,,,,,486074,,"LOMBARDIA",2009
16.003,,,1,1,,,,,513833,,"LOMBARDIA",2009
37.244,,,1,1,,,,,516388,,"EMILIA ROMAGNA",2009
11.16,,,0,1,,,,0,318451,,"VENETO",2005
15.729,,,0,1,,,,,492995,,"LOMBARDIA",2009
30.864,,,1,1,,,,,513833,,"LOMBARDIA",2009
9.6,,,0,1,,,,,492995,,"LOMBARDIA",2009
12.03,,,0,1,,,,0,344866,,"EMILIA ROMAGNA",2006
6.37,,,0,1,,,,,492398,,"LOMBARDIA",2009
4.229,,,1,1,,,,,513290,,"LOMBARDIA",2009
19.14,,,0,1,,,,,505863,,"LOMBARDIA",2009
21.008,,,1,1,,,,,513833,,"LOMBARDIA",2009
29.42,,,1,1,,,,,513833,,"LOMBARDIA",2009
23.33,,,1,1,,,,,513836,,"LOMBARDIA",2009
10.937,,,0,1,,,,,486074,,"LOMBARDIA",2009
38.519,,,1,1,,,,,516388,,"EMILIA ROMAGNA",2009
22.59,,,1,1,,,,,512876,,"LOMBARDIA",2009
15.815,,,0,1,,,,,486074,,"LOMBARDIA",2009
13.623,,,0,1,,,,0,373155,,"EMILIA ROMAGNA",2007
29.23,,,1,1,,,,,516388,,"EMILIA ROMAGNA",2009
14.32,,,0,1,,,,1,344611,,"PIEMONTE",2006
29.23,,,1,1,,,,,516389,,"EMILIA ROMAGNA",2009
9.049,,,0,1,,,,0,319645,,"LOMBARDIA",2005
21.347,,,1,1,,,,,517204,,"EMILIA ROMAGNA",2009
12.59,,,0,1,,,,0,320015,,"LIGURIA",2005
31.294,,,1,1,,,,,517204,,"EMILIA ROMAGNA",2009
17.852,,,0,1,,,,0,373489,,"VENETO",2007
6.8931,,,1,1,,,,,513302,,"LOMBARDIA",2009
15.763,,,0,1,,,,0,327736,,"LOMBARDIA",2006
31.5,,,1,1,,,,,517204,,"EMILIA ROMAGNA",2009
7.913,,,0,1,,,,0,369743,,"VENETO",2007
18.063,,,0,1,,,,,492398,,"LOMBARDIA",2009
11.933,,,0,1,,,,0,336523,,"VENETO",2006
14.803,,,0,1,,,,0,316577,,"EMILIA ROMAGNA",2005
7.39,,,0,1,,,,0,319645,,"LOMBARDIA",2005
13.475,,,0,1,,,,0,319645,,"LOMBARDIA",2005
20.115,,,1,1,,,,,519712,,"LOMBARDIA",2009
40.787,,,1,1,,,,,516385,,"EMILIA ROMAGNA",2009
19.84,,,0,1,,,,,486074,,"LOMBARDIA",2009
18.039,,,0,1,,,,0,343770,,"LOMBARDIA",2006
36.39,,,1,1,,,,,513833,,"LOMBARDIA",2009
,,,,1,,,,,351793,,"",
,,,,1,,,,,351793,,"",
,1,50,0,0,4.981309,,0,,324348,,"LOMBARDIA",2006
,0,51,0,0,4.876761,,0,,331584,,"LOMBARDIA",2006
,7,44,0,0,4.970487,,0,,333506,,"LOMBARDIA",2006
,0,51,0,0,4.916859,,0,,334684,,"LOMBARDIA",2006
,0,51,0,0,5.161678,,0,,335572,,"LOMBARDIA",2006
,0,51,0,0,4.876761,,0,,340165,,"LOMBARDIA",2006
,0,51,0,0,4.876761,.8501509,0,0,344935,10,"LOMBARDIA",2006
,0,51,0,0,4.876761,.8501509,0,0,345194,10,"LOMBARDIA",2006
,0,51,0,0,4.932667,.8501509,0,0,345834,10,"LOMBARDIA",2006
,0,51,0,0,4.876761,.8501509,0,0,346511,10,"LOMBARDIA",2006
,0,51,0,0,4.876761,.8501509,0,0,346512,10,"LOMBARDIA",2006
,0,51,0,0,4.876761,.8501509,0,0,346513,10,"LOMBARDIA",2006
,0,51,0,0,4.876761,.8501509,0,0,346514,10,"LOMBARDIA",2006
,0,51,0,0,4.876761,.8501509,0,0,346515,10,"LOMBARDIA",2006
,0,51,0,0,4.876761,.8501509,0,0,346516,10,"LOMBARDIA",2006
,0,51,0,0,4.876761,.8501509,0,0,346518,10,"LOMBARDIA",2006
,0,51,0,0,4.953402,.8501509,0,0,355705,10,"LOMBARDIA",2006
,0,51,0,0,5.128223,.8501509,0,0,355982,10,"LOMBARDIA",2006
,0,51,0,0,4.995603,.8501509,0,0,356260,10,"LOMBARDIA",2006
5.82,5,46,0,1,5.099305,.8501509,0,0,358297,10,"LOMBARDIA",2006
,0,51,0,0,5.07126,.8501509,0,0,358855,10,"LOMBARDIA",2006
,0,51,0,0,4.705576,.8501509,0,0,359627,10,"LOMBARDIA",2006
,0,51,0,0,4.966802,.8501509,0,0,362440,10,"LOMBARDIA",2006
13.641,7,17,0,1,4.291172,,0,0,314139,95,"VENETO",2005
,0,53,0,0,,,0,0,314236,95,"EMILIA ROMAGNA",2005
,0,53,0,0,,,0,0,316566,95,"EMILIA ROMAGNA",2005
,3,50,0,0,,,0,0,326480,95,"EMILIA ROMAGNA",2005
2.81,16,12,0,1,3.212737,,0,0,326800,95,"EMILIA ROMAGNA",2005
,1,57,0,0,4.538443,1.592088,0,0,320657,32,"PIEMONTE",2006
,0,60,1,0,2.689071,1.592088,0,0,321020,32,"PIEMONTE",2006
,0,60,1,0,3.442083,1.592088,0,0,321024,32,"PIEMONTE",2006
,1,57,0,0,,1.592088,0,0,323139,32,"PIEMONTE",2006
,3,57,0,0,,1.592088,0,0,324357,32,"PIEMONTE",2006
,4,56,0,0,,1.592088,0,0,326098,32,"PIEMONTE",2006
,0,58,1,0,,1.592088,0,0,326099,32,"PIEMONTE",2006
21.93,13,45,0,1,3.263811,1.592088,0,0,326385,32,"PIEMONTE",2006
,3,57,0,0,,1.592088,0,0,326685,32,"PIEMONTE",2006
,0,60,0,0,,1.592088,0,0,326876,32,"PIEMONTE",2006
,0,60,0,0,4.538443,1.592088,0,0,327378,32,"PIEMONTE",2006
,1,57,1,0,,1.592088,0,0,328844,32,"PIEMONTE",2006
,0,58,1,0,3.921934,1.592088,0,0,329535,32,"PIEMONTE",2006
,0,58,1,0,,1.592088,0,0,329561,32,"PIEMONTE",2006
,0,60,0,0,,1.592088,0,0,329783,32,"PIEMONTE",2006
,1,57,1,0,,1.592088,0,0,329839,32,"PIEMONTE",2006
,1,45,0,0,4.139462,1.592088,0,0,329955,32,"PIEMONTE",2006
,2,58,0,0,,1.592088,0,0,329957,32,"PIEMONTE",2006
,0,60,0,0,,1.592088,0,0,329999,32,"PIEMONTE",2006
,0,60,0,0,,1.592088,0,0,330820,32,"PIEMONTE",2006
17.15,2,42,0,1,3.850637,1.592088,0,0,331307,32,"PIEMONTE",2006
,0,60,0,0,,1.592088,0,0,331311,32,"PIEMONTE",2006
,1,59,1,0,3.729566,1.592088,0,0,331530,32,"PIEMONTE",2006
,1,57,1,0,3.27571,1.592088,0,0,331531,32,"PIEMONTE",2006
,0,58,1,0,,1.592088,0,0,332479,32,"PIEMONTE",2006
,0,60,1,0,,1.592088,0,0,332571,32,"PIEMONTE",2006
,3,57,0,0,4.505924,1.592088,0,0,332977,32,"PIEMONTE",2006
,0,52,1,0,2.741743,1.592088,0,0,334218,32,"PIEMONTE",2006
,0,58,1,0,3.442083,1.592088,0,0,334877,32,"PIEMONTE",2006
,10,48,0,0,,1.592088,0,0,336222,32,"PIEMONTE",2006
,2,58,0,0,,1.592088,0,0,336887,32,"PIEMONTE",2006
,1,57,0,0,,1.592088,0,0,336933,32,"PIEMONTE",2006
,5,55,0,0,,1.592088,0,0,337516,32,"PIEMONTE",2006
,0,52,1,0,,1.592088,0,0,338397,32,"PIEMONTE",2006
,1,51,1,0,,1.592088,0,0,338398,32,"PIEMONTE",2006
,0,58,1,0,,1.592088,0,0,338399,32,"PIEMONTE",2006
,0,60,1,0,3.429266,1.592088,0,0,338541,32,"PIEMONTE",2006
,0,60,0,0,,1.592088,0,0,339810,32,"PIEMONTE",2006
,1,59,0,0,,1.592088,0,0,339811,32,"PIEMONTE",2006
,0,60,0,0,,1.592088,0,0,339812,32,"PIEMONTE",2006
,1,59,0,0,,1.592088,0,0,339813,32,"PIEMONTE",2006
,0,60,0,0,,1.592088,0,0,339814,32,"PIEMONTE",2006
,0,60,0,0,,1.592088,0,0,339815,32,"PIEMONTE",2006
,0,60,0,0,,1.592088,0,0,339816,32,"PIEMONTE",2006
,2,58,0,0,,1.592088,0,0,339930,32,"PIEMONTE",2006
,0,58,1,0,3.442083,1.592088,0,0,340532,32,"PIEMONTE",2006
14.843,4,30,0,1,3.58621,1.592088,0,0,341165,32,"PIEMONTE",2006
,0,58,1,0,3.679031,1.592088,0,0,341918,30,"PIEMONTE",2006
15.222,7,53,0,1,,1.592088,0,0,343002,30,"PIEMONTE",2006
17.1,12,46,0,1,,1.592088,0,0,343003,30,"PIEMONTE",2006
,2,56,0,0,,1.592088,0,0,344186,30,"PIEMONTE",2006
,0,44,0,0,,1.592088,0,0,344187,30,"PIEMONTE",2006
,1,45,0,0,,1.592088,0,0,344189,30,"PIEMONTE",2006
,6,52,0,0,,1.592088,0,0,344601,30,"PIEMONTE",2006
,6,52,0,0,,1.592088,0,0,344603,30,"PIEMONTE",2006
,6,52,0,0,,1.592088,0,0,344605,30,"PIEMONTE",2006
,5,55,0,0,,1.592088,0,0,344607,30,"PIEMONTE",2006
,5,53,0,0,,1.592088,0,0,344608,30,"PIEMONTE",2006
,5,53,0,0,,1.592088,0,0,344609,30,"PIEMONTE",2006
,4,54,0,0,,1.592088,0,0,344610,30,"PIEMONTE",2006
,3,55,0,0,,1.592088,0,0,344611,30,"PIEMONTE",2006
,1,59,0,0,4.056054,1.592088,0,0,345952,30,"PIEMONTE",2006
,1,32,0,0,3.679031,1.592088,0,0,346081,32,"PIEMONTE",2006
,1,59,0,0,,1.592088,0,0,346496,30,"PIEMONTE",2006
,3,57,0,0,3.644379,1.592088,0,0,346857,30,"PIEMONTE",2006
,0,60,0,0,3.707824,1.592088,0,0,347563,30,"PIEMONTE",2006
,4,56,0,0,3.360132,1.592088,0,0,347915,30,"PIEMONTE",2006
,3,55,0,0,,1.592088,0,0,348949,30,"PIEMONTE",2006
,1,59,0,0,,1.592088,0,0,348950,32,"PIEMONTE",2006
,0,60,1,0,,1.592088,0,0,349149,30,"PIEMONTE",2006
,0,58,1,0,3.442083,1.592088,0,0,349842,30,"PIEMONTE",2006
,0,60,1,0,3.442083,1.592088,0,0,349843,30,"PIEMONTE",2006
,1,57,1,0,3.442083,1.592088,0,0,349844,30,"PIEMONTE",2006
,1,59,1,0,3.442083,1.592088,0,0,349845,30,"PIEMONTE",2006
,1,57,1,0,3.442083,1.592088,0,0,349846,30,"PIEMONTE",2006
,1,57,1,0,3.442083,1.592088,0,0,349847,30,"PIEMONTE",2006
,0,58,1,0,3.442083,1.592088,0,0,349848,30,"PIEMONTE",2006
,0,60,1,0,3.442083,1.592088,0,0,349849,30,"PIEMONTE",2006
,0,58,1,0,3.442083,1.592088,0,0,349852,30,"PIEMONTE",2006
,0,60,1,0,,1.592088,0,0,349853,30,"PIEMONTE",2006
,0,60,1,0,3.442083,1.592088,0,0,349854,30,"PIEMONTE",2006
,0,60,1,0,,1.592088,0,0,349855,30,"PIEMONTE",2006
,0,52,1,0,3.442083,1.592088,0,0,349856,30,"PIEMONTE",2006
,0,52,1,0,3.442083,1.592088,0,0,349857,30,"PIEMONTE",2006
,0,52,1,0,3.442083,1.592088,0,0,349858,30,"PIEMONTE",2006
,0,58,1,0,3.442083,1.592088,0,0,349859,30,"PIEMONTE",2006
,0,60,1,0,3.442083,1.592088,0,0,349860,30,"PIEMONTE",2006
,0,60,1,0,3.442083,1.592088,0,0,349861,30,"PIEMONTE",2006
,0,60,1,0,3.442083,1.592088,0,0,349862,30,"PIEMONTE",2006
,0,60,1,0,,1.592088,0,0,350079,30,"PIEMONTE",2006
,0,60,0,0,,1.592088,0,0,350877,30,"PIEMONTE",2006
,6,54,0,0,2.943491,1.592088,0,0,351096,30,"PIEMONTE",2006
14.777,6,52,0,1,,1.592088,0,0,351144,30,"PIEMONTE",2006
,4,54,0,0,,1.592088,0,0,351344,30,"PIEMONTE",2006
,0,58,1,0,3.442083,1.592088,0,0,351848,30,"PIEMONTE",2006
,2,58,0,0,,1.592088,0,0,352125,32,"PIEMONTE",2006
,3,57,0,0,,1.592088,0,0,352266,30,"PIEMONTE",2006
,2,58,0,0,,1.592088,0,0,352268,30,"PIEMONTE",2006
,0,60,0,0,4.664118,1.592088,0,0,353260,30,"PIEMONTE",2006
18.722,5,53,0,1,4.14918,1.592088,0,0,353621,30,"PIEMONTE",2006
,0,60,0,0,4.522647,1.592088,0,0,353868,30,"PIEMONTE",2006
12.52,0,60,0,1,3.263811,1.592088,0,0,355780,30,"PIEMONTE",2006
14.3,1,59,0,1,3.973814,1.592088,0,0,355962,30,"PIEMONTE",2006
,24,36,0,0,,1.592088,0,0,356056,30,"PIEMONTE",2006
18.268,12,48,0,1,4.004055,1.592088,0,0,356545,30,"PIEMONTE",2006
,6,52,0,0,,1.592088,0,0,356546,30,"PIEMONTE",2006
,3,55,0,0,,1.592088,0,0,356893,30,"PIEMONTE",2006
,0,60,1,0,,1.592088,0,0,357090,30,"PIEMONTE",2006
,1,59,0,0,,1.592088,0,0,357164,30,"PIEMONTE",2006
12.222,12,40,0,1,4.111218,1.592088,0,0,357393,30,"PIEMONTE",2006
,0,58,0,0,4.664118,1.592088,0,0,357501,30,"PIEMONTE",2006
16.572,6,54,0,1,3.754831,1.592088,0,0,357521,30,"PIEMONTE",2006
,0,58,1,0,,1.592088,0,0,361328,30,"PIEMONTE",2006
,0,52,1,0,3.442083,1.592088,0,0,362529,30,"PIEMONTE",2006
,0,60,1,0,3.429266,1.592088,0,0,365446,30,"PIEMONTE",2007
,1,59,0,0,,1.592088,0,0,367208,30,"PIEMONTE",2006
,0,60,0,0,,1.592088,0,0,369216,30,"PIEMONTE",2007
,1,57,1,0,,1.592088,0,0,369744,30,"PIEMONTE",2007
,0,58,1,0,4.162283,1.592088,0,0,370829,30,"PIEMONTE",2007
,1,59,0,0,4.664118,1.592088,0,0,370855,30,"PIEMONTE",2007
,6,52,0,0,3.912923,1.592088,0,0,373203,30,"PIEMONTE",2007
,1,59,0,0,,1.592088,0,0,373696,30,"PIEMONTE",2007
,1,59,0,0,,1.592088,0,0,374258,30,"PIEMONTE",2007
18.18,1,59,0,1,3.754831,1.592088,0,0,374324,30,"PIEMONTE",2007
,7,53,0,0,,1.592088,0,0,374991,30,"PIEMONTE",2007
,0,58,1,0,,1.592088,0,0,375021,30,"PIEMONTE",2007
,0,58,1,0,,1.592088,0,0,375066,30,"PIEMONTE",2007
,0,33,1,0,4.162283,1.592088,0,0,375146,30,"PIEMONTE",2007
,0,60,1,0,,1.592088,0,0,375705,30,"PIEMONTE",2007
,1,39,1,0,,1.592088,0,0,376130,30,"PIEMONTE",2007
,1,57,1,0,,1.592088,0,0,377552,30,"PIEMONTE",2007
,1,57,1,0,,1.592088,0,0,377553,30,"PIEMONTE",2007
,0,60,1,0,3.551627,1.592088,0,0,378682,30,"PIEMONTE",2007
,0,60,1,0,,1.592088,0,0,379546,30,"PIEMONTE",2007
,0,58,1,0,,1.592088,0,0,383340,30,"PIEMONTE",2007
,0,60,1,0,,1.592088,0,0,384968,30,"PIEMONTE",2007
,0,60,1,0,3.460504,1.592088,0,0,393290,30,"PIEMONTE",2007
,0,58,1,0,,1.592088,0,0,397987,30,"PIEMONTE",2007
,0,58,1,0,,,0,,408089,,"PIEMONTE",2007
,0,60,1,0,,,0,,411350,,"PIEMONTE",2007
,1,59,1,0,,,0,,411484,,"PIEMONTE",2007
,1,57,1,0,,1.592088,0,0,3298401,32,"PIEMONTE",2006
,1,57,1,0,,1.592088,0,0,3298402,32,"PIEMONTE",2006
,0,33,0,0,,1.607837,0,0,294442,28,"EMILIA ROMAGNA",2005
,2,29,0,0,,1.607837,,0,297726,28,"EMILIA ROMAGNA",2005
,1,32,0,0,,1.607837,0,0,305061,28,"EMILIA ROMAGNA",2005
,5,28,0,0,,1.607837,0,0,308974,28,"EMILIA ROMAGNA",2005
,0,33,0,0,,1.607837,0,0,310340,28,"EMILIA ROMAGNA",2005
14.808,2,12,0,1,4.610576,1.607837,0,0,313729,28,"EMILIA ROMAGNA",2005
,1,19,0,0,4.733476,1.607837,0,0,313893,28,"EMILIA ROMAGNA",2005
10.298,6,4,0,1,3.398628,1.607837,0,0,314139,28,"VENETO",2005
,2,29,0,0,,1.607837,0,0,314235,28,"EMILIA ROMAGNA",2005
,1,19,0,0,,1.607837,0,0,314236,28,"EMILIA ROMAGNA",2005
,1,32,0,0,,1.607837,0,0,315817,28,"EMILIA ROMAGNA",2005
19.057,2,18,0,1,4.313909,1.607837,0,0,315818,28,"EMILIA ROMAGNA",2005
,1,32,0,0,,1.607837,0,0,315819,28,"EMILIA ROMAGNA",2005
,2,29,0,0,,1.607837,0,0,316010,28,"EMILIA ROMAGNA",2005
,2,12,0,0,,1.607837,0,0,316565,28,"EMILIA ROMAGNA",2005
,2,18,0,0,,1.607837,0,0,316566,28,"EMILIA ROMAGNA",2005
,2,31,0,0,,1.607837,0,0,316569,28,"EMILIA ROMAGNA",2005
,4,16,0,0,,1.607837,0,0,316577,28,"EMILIA ROMAGNA",2005
,0,14,0,0,4.723469,1.607837,0,0,317363,28,"VENETO",2005
10.68,1,16,0,1,3.991758,1.607837,0,0,317535,28,"EMILIA ROMAGNA",2005
9.86,3,6,0,1,3.991758,1.607837,0,0,317654,28,"EMILIA ROMAGNA",2005
,2,12,0,0,,1.607837,0,0,317925,28,"EMILIA ROMAGNA",2005
,1,19,0,0,4.836544,1.607837,0,0,317937,28,"EMILIA ROMAGNA",2005
,0,33,0,0,,1.607837,0,0,317982,28,"EMILIA ROMAGNA",2005
,1,30,0,0,,1.607837,0,0,318181,28,"EMILIA ROMAGNA",2005
15.33,4,0,0,1,3.398628,1.607837,0,0,318297,28,"VENETO",2005
,1,32,0,0,,1.607837,0,0,318625,28,"EMILIA ROMAGNA",2005
,1,19,0,0,4.733476,1.607837,0,0,319203,28,"EMILIA ROMAGNA",2005
,2,18,0,0,,1.607837,0,0,319676,28,"EMILIA ROMAGNA",2005
,0,33,0,0,,1.607837,0,0,320887,28,"EMILIA ROMAGNA",2006
,0,8,0,0,4.733476,1.607837,0,0,321170,28,"EMILIA ROMAGNA",2005
,0,31,0,0,,1.607837,0,0,321273,28,"EMILIA ROMAGNA",2006
,1,30,0,0,,1.607837,0,0,321412,28,"EMILIA ROMAGNA",2006
,0,33,0,0,,1.607837,0,0,321538,28,"EMILIA ROMAGNA",2006
,2,18,0,0,,1.607837,0,0,322138,28,"EMILIA ROMAGNA",2006
,1,32,0,0,,1.607837,0,0,322644,28,"VENETO",2006
,3,11,0,0,,1.607837,0,0,322936,28,"EMILIA ROMAGNA",2006
,1,30,0,0,,1.607837,0,0,323330,28,"EMILIA ROMAGNA",2006
21.29,1,13,0,1,3.991758,1.607837,0,0,323462,28,"EMILIA ROMAGNA",2006
,0,31,0,0,,1.607837,0,0,323917,28,"EMILIA ROMAGNA",2006
,1,19,0,0,,1.607837,0,0,324414,28,"EMILIA ROMAGNA",2006
11.8,1,30,0,1,3.991758,1.607837,0,0,324757,28,"EMILIA ROMAGNA",2005
15.79,10,1,0,1,0,1.607837,0,0,325522,28,"EMILIA ROMAGNA",2006
,1,32,0,0,,1.607837,0,0,326283,28,"VENETO",2006
,0,20,0,0,4.614437,1.607837,0,0,326440,28,"EMILIA ROMAGNA",2006
,2,18,0,0,,1.607837,0,0,326480,28,"EMILIA ROMAGNA",2005
20.365,2,12,0,1,0,1.607837,0,0,326481,28,"EMILIA ROMAGNA",2005
